Word,uniqueID,defs_wordNet,n_synsets,rateGPTLaura,rateSandbox,ambigious_final,comment
burner,burner,an apparatus for burning fuel (or refuse)';;'the heating elements of a stove or range on which pots and pans are placed for cooking',2,,[0 0],0,
burrito,burrito,a flour tortilla folded around a filling',1,,0,0,
bus,bus,a vehicle carrying many passengers; used for public transport';;'the topology of a network whose components are connected by a busbar';;'an electrical conductor that makes a common connection between several circuits';;'a car that is old and unreliable',4,,[0 0],0,
bush,bush,a low woody perennial plant usually having several major stems';;'a large wilderness area';;'dense vegetation consisting of stunted trees or bushes';;'43rd President of the United States; son of George Herbert Walker Bush (born in 1946)';;'United States electrical engineer who designed an early analogue computer and who led the scientific program of the United States during World War II (1890-1974)';;'vice president under Reagan and 41st President of the United States (born in 1924)';;'hair growing in the pubic area',7,,[0 0],0,
butter,butter,an edible emulsion of fat globules made by churning milk or cream; for cooking and table use';;'a fighter who strikes the opponent with his head',2,,[0 0],0,
butterfly,butterfly,diurnal insect typically having a slender body with knobbed antennae and broad colorful wings';;'a swimming stroke in which the arms are thrown forward together out of the water while the feet kick up and down',2,,[0 0],0,
button,button1,0,,1,0,1,ambiguous
button,button2,0,,1,0,1,ambiguous
cabbage,cabbage,any of various types of cabbage';;'informal terms for money';;'any of various cultivars of the genus Brassica oleracea grown for their edible leaves or flowers',3,,[0 0 0],0,
cabinet,cabinet,"a piece of furniture resembling a cupboard with doors and shelves and drawers; for storage or display';;'persons appointed by a head of state to head executive departments of government and act as official advisers';;'a storage compartment for clothes and valuables; usually it has a lock';;'housing for electronic instruments, as radio or television'",4,,[0 0],0,
cable,cable,a telegram sent abroad';;'a conductor for transmitting electrical or optical signals or electric power';;'a very strong thick rope made of twisted hemp or steel wire';;'a nautical unit of depth';;'television that is transmitted over cable directly to the receiver';;'a television system that transmits over cables',6,,[0 1],0,
cactus,cactus,any succulent plant of the family Cactaceae native chiefly to arid regions of the New World and usually having spines',1,,0,0,
cage,cage,an enclosure made or wire or metal bars in which birds or animals can be kept';;'something that restricts freedom as a cage restricts movement';;'United States composer of avant-garde music (1912-1992)';;'the net that is the goal in ice hockey';;'a movable screen placed behind home base to catch balls during batting practice',5,,[0 0],0,
cake,cake,"a block of solid substance (such as soap or wax)';;'small flat mass of chopped food';;'baked goods made from or based on a mixture of flour, sugar, eggs, and fat'",3,,[0 0],0,
cake mix,cake_mix,a commercial mix for making a cake',1,,0,0,
calamari,calamari,(Italian cuisine) squid prepared as food',1,,0,0,
calculator,calculator,an expert at calculation (or at operating calculating machines)';;'a small machine that is used for mathematical calculations',2,,[0 0],0,
calf,calf1,0,,1,0,1,ambiguous
calf,calf2,0,,1,0,1,ambiguous
calzone,calzone,,,,0,0,
camcorder,camcorder,a portable television camera and videocassette recorder',1,,0,0,
camel,camel,cud-chewing mammal used as a draft or saddle animal in desert regions',1,,0,0,
camera lens,camera_lens,a lens that focuses the image in a camera',1,,0,0,
camera,camera1,0,,,0,1,
camera,camera2,0,,,0,1,
can,can,airtight sealed metal container for food or drink or paint etc.';;'the quantity contained in a can';;'a buoy with a round bottom and conical top';;'the fleshy part of the human body that you sit on';;'a plumbing fixture for defecation and urination';;'a room or building equipped with one or more toilets',6,,[0 0],0,
can opener,can_opener,a device for cutting cans open',1,,0,0,
candelabra,candelabra,branched candlestick; ornamental; has several lights';;'branched candlestick; ornamental; has several lights',2,,[0 0],0,
candle,candle,"'stick of wax with a wick in the middle\';;\'the basic unit of luminous intensity adopted under the Systeme International d\'Unites; equal to 1/60 of the luminous intensity per square centimeter of a black body radiating at the temperature of 2,046 degrees Kelvin'",2,,[0 0 0],0,
candlestick,candlestick,a holder with sockets for candles',1,,0,0,
candy,candy,a rich sweet made of flavored sugar and often combined with fruit or nuts',1,,0,0,
candy bar,candy_bar,a candy shaped as a bar',1,,0,0,
candy cane,candy_cane,a hard candy in the shape of a rod (usually with stripes)',1,,0,0,
cane,cane,"a stick that people can lean on to help them walk';;'a strong slender often flexible stem as of bamboos, reeds, rattans, or sugar cane';;'a stiff switch used to hit students as punishment'",3,,[0 0 0],0,
canister,canister,a metallic cylinder packed with shot and used as ammunition in a firearm';;'metal container for storing dry foods such as tea or flour',2,,[0 0],0,
cannon,cannon,a large artillery gun that is usually on wheels';;'heavy gun fired from a tank';;'(Middle Ages) a cylindrical piece of armor plate to protect the arm';;'heavy automatic gun fired from an airplane';;'lower part of the leg extending from the hock to the fetlock in hoofed mammals';;'a shot in billiards in which the cue ball contacts one object ball and then the other',6,,[0 0],0,
cannonball,cannonball,a solid projectile that in former times was fired from a cannon',1,,0,0,
canoe,canoe,small and light boat; pointed at both ends; propelled with a paddle',1,,0,0,
cantaloupe,cantaloupe,a variety of muskmelon vine having fruit with a tan rind and orange flesh';;'the fruit of a cantaloup vine; small to medium-sized melon with yellowish flesh',2,,[0 0 0],0,
canvas,canvas,"a heavy, closely woven fabric (used for clothing or chairs or sails or tents)';;'an oil painting on canvas fabric';;'the setting for a narrative or fictional or dramatic account';;'a tent made of canvas fabric';;'a large piece of fabric (usually canvas fabric) by means of which wind is used to propel a sailing vessel';;'the mat that forms the floor of the ring in which boxers or professional wrestlers compete'",6,,[0 0],0,
cap,cap,0,,1,0,1,ambiguous
cape,cape,a strip of land projecting into a body of water';;'a sleeveless garment like a cloak but shorter',2,,[0 0],0,
car,car,a motor vehicle with four wheels; usually propelled by an internal combustion engine';;'a wheeled vehicle adapted to the rails of railroad';;'the compartment that is suspended from an airship and that carries personnel and the cargo and the power plant';;'where passengers ride up and down';;'a conveyance for passengers or freight on a cable railway',5,,[0 0],0,
car door,car_door,the door of a car',1,,0,0,
car seat,car_seat,a seat in a car',1,,0,0,
caramel,caramel,firm chewy candy made from caramelized sugar and butter and milk';;'burnt sugar; used to color and flavor food';;'a medium to dark tan color',3,,[0 0 0],2,bonbon vs. substance
cardboard,cardboard,a stiff moderately thick paper',1,,0,0,
cardigan,cardigan,knitted jacket that is fastened up the front with buttons or a zipper';;'slightly bowlegged variety of corgi having rounded ears and a long tail',2,,[0 0],0,
carousel,carousel,"a conveyer belt that carries luggage to be claimed by air travelers';;'a large, rotating machine with seats for children to ride or amusement'",2,,[0 0],0,
carriage,carriage,a railcar where passengers ride';;'a vehicle with wheels drawn by one or more horses';;'characteristic way of bearing one's body';;'a machine part that carries something else';;'a small vehicle with four wheels in which a baby or child is pushed around',5,,[0 0],0,
carrot,carrot,deep orange edible root of the cultivated carrot plant';;'perennial plant widely cultivated as an annual in many varieties for its long conical orange edible roots; temperate and tropical regions';;'orange root; important source of carotene';;'promise of reward as in',4,,[0],0,
cart,cart,a heavy open wagon usually having two wheels and drawn by an animal';;'wheeled vehicle that can be pushed by a person; may have one or two or four wheels',2,,[0 0],0,
cash machine,cash_machine,an unattended machine (outside some banks) that dispenses money when a personal coded card is used',1,,0,0,
cash register,cash_register,a cashbox with an adding machine to register transactions; used in shops to add up the bill',1,,0,0,
cashew,cashew,tropical American evergreen tree bearing kidney-shaped nuts that are edible only when roasted';;'kidney-shaped nut edible only when roasted',2,,[0 0],0,
casserole,casserole,food cooked and served in a casserole';;'large deep dish in which food can be cooked and served',2,,[1 0],0,
cassette,cassette,a container that holds a magnetic tape used for recording or playing sound or video',1,,0,0,
cat,cat,feline mammal usually having thick soft fur and no ability to roar: domestic cats; wildcats';; 'an informal term for a youth or man';; 'a spiteful woman gossip';; 'the leaves of the shrub Catha edulis which are chewed like tobacco or used to make tea; has the effect of a euphoric stimulant';; 'a whip with nine knotted cords';; 'a large tracked vehicle that is propelled by two endless metal belts; frequently used for moving earth in construction and farm work';; 'any of several large cats typically able to roar and living in the wild';; 'a method of examining body organs by scanning them with X rays and using a computer to construct a series of cross-sectional scans along a single axis',8,,0,0,typical
